Madymo Validation 03.26.2021
Explico Engineering Co. DRD
--

Time (s), /2/2049 ( /Scaled_Hybrid_III_50th/NeckUp_Fz_lce ) - LOAD_CELL Force (N)   FILTER=CFC1000 - -, /2/2052 ( /Scaled_Hybrid_III_50th/NeckUp_My_lce ) - LOAD_CELL Torque (Nm) FILTER=CFC600 - -, /2/2041 ( /Scaled_Hybrid_III_50th/NeckLow_Fz_lce ) - LOAD_CELL Force (N)   FILTER=CFC1000 - -, /2/2044 ( /Scaled_Hybrid_III_50th/NeckLow_My_lce ) - LOAD_CELL Torque (Nm) FILTER=CFC600 - -, /2/5026 ( /Scaled_Hybrid_III_50th/LumbarSpineLow_Fz_lce ) - LOAD_CELL Force (N)   FILTER=CFC1000 - -, /2/5029 ( /Scaled_Hybrid_III_50th/LumbarSpineLow_My_lce ) - LOAD_CELL Torque (Nm) FILTER=CFC1000 - -
4.386000E-01, 3.014548E+00, 4.633823E-01, 4.240277E+00, 2.009929E-01, -9.249123E+01, 1.047745E+01
4.387000E-01, 3.246315E+00, 4.585136E-01, 4.535506E+00, 1.910991E-01, -9.034703E+01, 1.042973E+01
4.388000E-01, 3.477334E+00, 4.536006E-01, 4.829753E+00, 1.813281E-01, -8.820202E+01, 1.038107E+01
4.389000E-01, 3.707111E+00, 4.486462E-01, 5.122387E+00, 1.717283E-01, -8.606476E+01, 1.033152E+01
4.390000E-01, 3.933571E+00, 4.436538E-01, 5.410754E+00, 1.623703E-01, -8.393682E+01, 1.028100E+01
4.391000E-01, 4.154765E+00, 4.386274E-01, 5.692362E+00, 1.533204E-01, -8.182433E+01, 1.022978E+01
4.392000E-01, 4.370691E+00, 4.335708E-01, 5.967209E+00, 1.446154E-01, -7.974523E+01, 1.017840E+01
4.393000E-01, 4.581954E+00, 4.284880E-01, 6.236075E+00, 1.362634E-01, -7.770005E+01, 1.012689E+01
4.394000E-01, 4.788463E+00, 4.233823E-01, 6.498846E+00, 1.282593E-01, -7.566829E+01, 1.007465E+01
4.395000E-01, 4.990124E+00, 4.182571E-01, 6.755399E+00, 1.205933E-01, -7.364217E+01, 1.002134E+01
4.396000E-01, 5.187070E+00, 4.131148E-01, 7.005904E+00, 1.132528E-01, -7.162813E+01, 9.967211E+00
4.397000E-01, 5.379522E+00, 4.079575E-01, 7.250643E+00, 1.062208E-01, -6.962832E+01, 9.912554E+00
4.398000E-01, 5.567897E+00, 4.027866E-01, 7.490152E+00, 9.947501E-02, -6.764015E+01, 9.857460E+00
4.399000E-01, 5.752672E+00, 3.976033E-01, 7.725041E+00, 9.298969E-02, -6.566130E+01, 9.801940E+00
4.400000E-01, 5.934244E+00, 3.924086E-01, 7.955819E+00, 8.673893E-02, -6.369051E+01, 9.746023E+00
4.401000E-01, 6.112939E+00, 3.872033E-01, 8.182904E+00, 8.069892E-02, -6.172669E+01, 9.689750E+00
4.402000E-01, 6.289044E+00, 3.819881E-01, 8.406664E+00, 7.484887E-02, -5.976829E+01, 9.633152E+00
4.403000E-01, 6.462836E+00, 3.767636E-01, 8.627452E+00, 6.917098E-02, -5.781416E+01, 9.576257E+00
4.404000E-01, 6.634565E+00, 3.715305E-01, 8.845593E+00, 6.365031E-02, -5.586481E+01, 9.519128E+00
4.405000E-01, 6.804422E+00, 3.662893E-01, 9.061327E+00, 5.827434E-02, -5.392046E+01, 9.461817E+00
4.406000E-01, 6.972543E+00, 3.610406E-01, 9.274831E+00, 5.303234E-02, -5.198024E+01, 9.404346E+00
4.407000E-01, 7.139069E+00, 3.557849E-01, 9.486287E+00, 4.791415E-02, -5.004452E+01, 9.346757E+00
4.408000E-01, 7.304143E+00, 3.505228E-01, 9.695876E+00, 4.290917E-02, -4.811086E+01, 9.289040E+00
4.409000E-01, 7.467959E+00, 3.452547E-01, 9.903850E+00, 3.800541E-02, -4.617354E+01, 9.231108E+00
4.410000E-01, 7.630764E+00, 3.399806E-01, 1.011052E+01, 3.318913E-02, -4.423181E+01, 9.172964E+00
4.411000E-01, 7.792736E+00, 3.347003E-01, 1.031612E+01, 2.844527E-02, -4.228848E+01, 9.114713E+00
4.412000E-01, 7.954021E+00, 3.294137E-01, 1.052084E+01, 2.375916E-02, -4.034408E+01, 9.056435E+00
4.413000E-01, 8.114800E+00, 3.241204E-01, 1.072490E+01, 1.912224E-02, -3.839656E+01, 8.998157E+00
4.414000E-01, 8.275424E+00, 3.188206E-01, 1.092876E+01, 1.454200E-02, -3.644686E+01, 8.939943E+00
4.415000E-01, 8.435921E+00, 3.135154E-01, 1.113245E+01, 1.005370E-02, -3.450747E+01, 8.881972E+00
4.416000E-01, 8.594944E+00, 3.082070E-01, 1.133426E+01, 5.723955E-03, -3.260070E+01, 8.824510E+00
4.417000E-01, 8.750108E+00, 3.028992E-01, 1.153113E+01, 1.634072E-03, -3.074193E+01, 8.767744E+00
4.418000E-01, 8.899751E+00, 2.975966E-01, 1.172095E+01, -2.149170E-03, -2.892798E+01, 8.711610E+00
4.419000E-01, 9.043694E+00, 2.923038E-01, 1.190349E+01, -5.591817E-03, -2.714742E+01, 8.655894E+00
4.420000E-01, 9.182356E+00, 2.870253E-01, 1.207929E+01, -8.689777E-03, -2.539481E+01, 8.600478E+00
4.421000E-01, 9.315988E+00, 2.817646E-01, 1.224866E+01, -1.145576E-02, -2.367032E+01, 8.545389E+00
4.422000E-01, 9.444722E+00, 2.765247E-01, 1.241179E+01, -1.390844E-02, -2.197444E+01, 8.490697E+00
4.423000E-01, 9.568726E+00, 2.713082E-01, 1.256887E+01, -1.606683E-02, -2.030659E+01, 8.436450E+00
4.424000E-01, 9.688213E+00, 2.661172E-01, 1.272020E+01, -1.794848E-02, -1.866589E+01, 8.382678E+00
4.425000E-01, 9.803397E+00, 2.609536E-01, 1.286603E+01, -1.956944E-02, -1.705157E+01, 8.329413E+00
4.426000E-01, 9.914491E+00, 2.558193E-01, 1.300665E+01, -2.094498E-02, -1.546285E+01, 8.276684E+00
4.427000E-01, 1.002171E+01, 2.507160E-01, 1.314232E+01, -2.209024E-02, -1.389902E+01, 8.224518E+00
4.428000E-01, 1.012524E+01, 2.456453E-01, 1.327329E+01, -2.302095E-02, -1.235980E+01, 8.172949E+00
4.429000E-01, 1.022527E+01, 2.406084E-01, 1.339980E+01, -2.375368E-02, -1.084501E+01, 8.122001E+00
4.430000E-01, 1.032190E+01, 2.356068E-01, 1.352198E+01, -2.430492E-02, -9.352511E+00, 8.071662E+00
4.431000E-01, 1.041532E+01, 2.306413E-01, 1.364007E+01, -2.468764E-02, -7.877090E+00, 8.021891E+00
4.432000E-01, 1.050597E+01, 2.257131E-01, 1.375465E+01, -2.490385E-02, -6.416631E+00, 7.972720E+00
4.433000E-01, 1.059416E+01, 2.208234E-01, 1.386609E+01, -2.493461E-02, -4.980373E+00, 7.924320E+00
4.434000E-01, 1.067903E+01, 2.159741E-01, 1.397328E+01, -2.473601E-02, -3.582928E+00, 7.876846E+00
4.435000E-01, 1.075871E+01, 2.111678E-01, 1.407387E+01, -2.425242E-02, -2.229084E+00, 7.830294E+00
4.436000E-01, 1.083209E+01, 2.064073E-01, 1.416642E+01, -2.344224E-02, -9.131082E-01, 7.784597E+00
4.437000E-01, 1.089948E+01, 2.016953E-01, 1.425132E+01, -2.229382E-02, 3.660130E-01, 7.739838E+00
4.438000E-01, 1.096158E+01, 1.970342E-01, 1.432948E+01, -2.082130E-02, 1.596758E+00, 7.696337E+00
4.439000E-01, 1.101866E+01, 1.924266E-01, 1.440125E+01, -1.905105E-02, 2.769281E+00, 7.654369E+00
4.440000E-01, 1.107074E+01, 1.878750E-01, 1.446664E+01, -1.701086E-02, 3.889090E+00, 7.613837E+00
4.441000E-01, 1.111795E+01, 1.833824E-01, 1.452584E+01, -1.472397E-02, 4.967006E+00, 7.574434E+00
4.442000E-01, 1.116046E+01, 1.789517E-01, 1.457905E+01, -1.220636E-02, 6.006477E+00, 7.536007E+00
4.443000E-01, 1.119831E+01, 1.745856E-01, 1.462632E+01, -9.466860E-03, 7.006414E+00, 7.498573E+00
4.444000E-01, 1.123148E+01, 1.702867E-01, 1.466764E+01, -6.509774E-03, 7.966515E+00, 7.462175E+00
4.445000E-01, 1.126000E+01, 1.660574E-01, 1.470303E+01, -3.337842E-03, 8.887278E+00, 7.426824E+00
4.446000E-01, 1.128391E+01, 1.619000E-01, 1.473256E+01, 4.584002E-05, 9.768865E+00, 7.392535E+00
4.447000E-01, 1.130328E+01, 1.578165E-01, 1.475631E+01, 3.636734E-03, 1.061193E+01, 7.359317E+00
4.448000E-01, 1.131818E+01, 1.538086E-01, 1.477436E+01, 7.427997E-03, 1.141979E+01, 7.327122E+00
4.449000E-01, 1.132875E+01, 1.498778E-01, 1.478691E+01, 1.140944E-02, 1.219759E+01, 7.295867E+00
4.450000E-01, 1.133525E+01, 1.460251E-01, 1.479426E+01, 1.556635E-02, 1.294792E+01, 7.265529E+00
4.451000E-01, 1.133800E+01, 1.422510E-01, 1.479686E+01, 1.987866E-02, 1.367088E+01, 7.236174E+00
4.452000E-01, 1.133742E+01, 1.385557E-01, 1.479521E+01, 2.432072E-02, 1.436874E+01, 7.207837E+00
4.453000E-01, 1.133396E+01, 1.349386E-01, 1.478991E+01, 2.886232E-02, 1.504581E+01, 7.180492E+00
4.454000E-01, 1.132817E+01, 1.313990E-01, 1.478164E+01, 3.347129E-02, 1.570366E+01, 7.154173E+00
4.455000E-01, 1.132056E+01, 1.279362E-01, 1.477107E+01, 3.811771E-02, 1.633980E+01, 7.128998E+00
4.456000E-01, 1.131159E+01, 1.245494E-01, 1.475877E+01, 4.277884E-02, 1.695186E+01, 7.104975E+00
4.457000E-01, 1.130145E+01, 1.212379E-01, 1.474501E+01, 4.744349E-02, 1.754120E+01, 7.081859E+00
4.458000E-01, 1.129001E+01, 1.180016E-01, 1.472961E+01, 5.211270E-02, 1.811052E+01, 7.059371E+00
4.459000E-01, 1.127693E+01, 1.148404E-01, 1.471214E+01, 5.679488E-02, 1.866080E+01, 7.037464E+00
4.460000E-01, 1.126200E+01, 1.117543E-01, 1.469233E+01, 6.149784E-02, 1.919208E+01, 7.016260E+00
4.461000E-01, 1.124532E+01, 1.087431E-01, 1.467030E+01, 6.622331E-02, 1.970505E+01, 6.995840E+00
4.462000E-01, 1.122709E+01, 1.058066E-01, 1.464631E+01, 7.096646E-02, 2.020086E+01, 6.976198E+00
4.463000E-01, 1.120749E+01, 1.029442E-01, 1.462059E+01, 7.571871E-02, 2.068053E+01, 6.957313E+00
4.464000E-01, 1.118665E+01, 1.001554E-01, 1.459331E+01, 8.047049E-02, 2.114487E+01, 6.939177E+00
4.465000E-01, 1.116470E+01, 9.743953E-02, 1.456463E+01, 8.521298E-02, 2.159466E+01, 6.921791E+00
4.466000E-01, 1.114173E+01, 9.479580E-02, 1.453467E+01, 8.993860E-02, 2.203065E+01, 6.905150E+00
4.467000E-01, 1.111787E+01, 9.222344E-02, 1.450359E+01, 9.464099E-02, 2.245362E+01, 6.889247E+00
4.468000E-01, 1.109320E+01, 8.972164E-02, 1.447149E+01, 9.931461E-02, 2.286433E+01, 6.874076E+00
4.469000E-01, 1.106781E+01, 8.728952E-02, 1.443851E+01, 1.039544E-01, 2.326370E+01, 6.859624E+00
4.470000E-01, 1.104181E+01, 8.492615E-02, 1.440475E+01, 1.085554E-01, 2.365271E+01, 6.845879E+00
4.471000E-01, 1.101528E+01, 8.263050E-02, 1.437034E+01, 1.131125E-01, 2.403216E+01, 6.832834E+00
4.472000E-01, 1.098831E+01, 8.040147E-02, 1.433539E+01, 1.176203E-01, 2.440278E+01, 6.820479E+00
4.473000E-01, 1.096102E+01, 7.823791E-02, 1.430004E+01, 1.220738E-01, 2.476570E+01, 6.808799E+00
4.474000E-01, 1.093350E+01, 7.613862E-02, 1.426443E+01, 1.264690E-01, 2.512115E+01, 6.797798E+00
4.475000E-01, 1.090585E+01, 7.410252E-02, 1.422867E+01, 1.308046E-01, 2.546613E+01, 6.787527E+00
4.476000E-01, 1.087805E+01, 7.212871E-02, 1.419273E+01, 1.350833E-01, 2.579641E+01, 6.778017E+00
4.477000E-01, 1.084994E+01, 7.021657E-02, 1.415640E+01, 1.393118E-01, 2.611113E+01, 6.769198E+00
4.478000E-01, 1.082126E+01, 6.836573E-02, 1.411938E+01, 1.434994E-01, 2.641254E+01, 6.760970E+00
4.479000E-01, 1.079186E+01, 6.657597E-02, 1.408146E+01, 1.476554E-01, 2.670213E+01, 6.753296E+00
4.480000E-01, 1.076166E+01, 6.484706E-02, 1.404252E+01, 1.517872E-01, 2.697986E+01, 6.746181E+00
4.481000E-01, 1.073061E+01, 6.317872E-02, 1.400251E+01, 1.558989E-01, 2.724540E+01, 6.739626E+00
4.482000E-01, 1.069868E+01, 6.157054E-02, 1.396141E+01, 1.599912E-01, 2.749875E+01, 6.733621E+00
4.483000E-01, 1.066584E+01, 6.002200E-02, 1.391915E+01, 1.640620E-01, 2.773999E+01, 6.728158E+00
4.484000E-01, 1.063208E+01, 5.853248E-02, 1.387573E+01, 1.681089E-01, 2.796921E+01, 6.723230E+00
4.485000E-01, 1.059741E+01, 5.710143E-02, 1.383116E+01, 1.721353E-01, 2.818662E+01, 6.718830E+00
4.486000E-01, 1.056181E+01, 5.572861E-02, 1.378543E+01, 1.761603E-01, 2.839227E+01, 6.714952E+00
4.487000E-01, 1.052515E+01, 5.441447E-02, 1.373834E+01, 1.802294E-01, 2.858566E+01, 6.711588E+00
4.488000E-01, 1.048742E+01, 5.316039E-02, 1.368991E+01, 1.844145E-01, 2.876690E+01, 6.708733E+00
4.489000E-01, 1.044942E+01, 5.196840E-02, 1.364115E+01, 1.887828E-01, 2.893968E+01, 6.706383E+00
4.490000E-01, 1.041175E+01, 5.083931E-02, 1.359282E+01, 1.933067E-01, 2.910686E+01, 6.704530E+00
4.491000E-01, 1.037026E+01, 4.976869E-02, 1.353961E+01, 1.977059E-01, 2.925003E+01, 6.703157E+00
4.492000E-01, 1.031882E+01, 4.874082E-02, 1.347371E+01, 2.012704E-01, 2.934154E+01, 6.702253E+00
4.493000E-01, 1.027740E+01, 4.772402E-02, 1.342063E+01, 2.028402E-01, 2.946993E+01, 6.701876E+00
4.494000E-01, 1.030308E+01, 4.667461E-02, 1.345333E+01, 2.012388E-01, 2.989262E+01, 6.702104E+00
4.495000E-01, 1.042553E+01, 4.555386E-02, 1.360978E+01, 1.961040E-01, 3.075079E+01, 6.702810E+00
4.496000E-01, 1.060048E+01, 4.434588E-02, 1.383334E+01, 1.882667E-01, 3.185708E+01, 6.703635E+00
4.497000E-01, 1.077129E+01, 4.305934E-02, 1.405163E+01, 1.791516E-01, 3.296297E+01, 6.704302E+00
4.498000E-01, 1.092510E+01, 4.171527E-02, 1.424816E+01, 1.699371E-01, 3.400922E+01, 6.704771E+00
4.499000E-01, 1.107055E+01, 4.033454E-02, 1.443399E+01, 1.612446E-01, 3.503143E+01, 6.705090E+00
4.500000E-01, 1.121115E+01, 3.893216E-02, 1.461362E+01, 1.532568E-01, 3.604283E+01, 6.705283E+00
4.501000E-01, 1.134605E+01, 3.751687E-02, 1.478596E+01, 1.459323E-01, 3.703816E+01, 6.705338E+00
4.502000E-01, 1.147476E+01, 3.609304E-02, 1.495039E+01, 1.391657E-01, 3.801593E+01, 6.705221E+00
4.503000E-01, 1.159754E+01, 3.466286E-02, 1.510721E+01, 1.328665E-01, 3.897956E+01, 6.704914E+00
4.504000E-01, 1.171461E+01, 3.322777E-02, 1.525674E+01, 1.269797E-01, 3.993122E+01, 6.704442E+00
4.505000E-01, 1.182611E+01, 3.178925E-02, 1.539913E+01, 1.214787E-01, 4.086482E+01, 6.703912E+00
4.506000E-01, 1.193215E+01, 3.034895E-02, 1.553455E+01, 1.163547E-01, 4.176243E+01, 6.703564E+00
4.507000E-01, 1.203291E+01, 2.890850E-02, 1.566321E+01, 1.116104E-01, 4.263405E+01, 6.703216E+00
4.508000E-01, 1.212848E+01, 2.746890E-02, 1.578523E+01, 1.072601E-01, 4.358146E+01, 6.701408E+00
4.509000E-01, 1.221869E+01, 2.602988E-02, 1.590039E+01, 1.033274E-01, 4.473173E+01, 6.696430E+00
4.510000E-01, 1.230334E+01, 2.458947E-02, 1.600842E+01, 9.983398E-02, 4.606454E+01, 6.688680E+00
4.511000E-01, 1.238270E+01, 2.314431E-02, 1.610965E+01, 9.678130E-02, 4.741749E+01, 6.680336E+00
4.512000E-01, 1.245760E+01, 2.169075E-02, 1.620515E+01, 9.414041E-02, 4.866520E+01, 6.672875E+00
4.513000E-01, 1.252892E+01, 2.022603E-02, 1.629604E+01, 9.185813E-02, 4.978411E+01, 6.666493E+00
4.514000E-01, 1.259725E+01, 1.874908E-02, 1.638310E+01, 8.987213E-02, 5.078355E+01, 6.661151E+00
4.515000E-01, 1.266292E+01, 1.726074E-02, 1.646675E+01, 8.812385E-02, 5.166424E+01, 6.656983E+00
4.516000E-01, 1.272609E+01, 1.576354E-02, 1.654724E+01, 8.656568E-02, 5.242515E+01, 6.654114E+00
4.517000E-01, 1.278682E+01, 1.426139E-02, 1.662462E+01, 8.516339E-02, 5.307107E+01, 6.652564E+00
4.518000E-01, 1.284501E+01, 1.275923E-02, 1.669877E+01, 8.389591E-02, 5.361171E+01, 6.652279E+00
4.519000E-01, 1.290045E+01, 1.126278E-02, 1.676944E+01, 8.275408E-02, 5.405960E+01, 6.653156E+00
4.520000E-01, 1.295284E+01, 9.778261E-03, 1.683623E+01, 8.173887E-02, 5.442886E+01, 6.655056E+00
4.521000E-01, 1.300181E+01, 8.312132E-03, 1.689869E+01, 8.085977E-02, 5.473434E+01, 6.657818E+00
4.522000E-01, 1.304696E+01, 6.870908E-03, 1.695632E+01, 8.013306E-02, 5.499155E+01, 6.661258E+00
4.523000E-01, 1.308789E+01, 5.460915E-03, 1.700857E+01, 7.958022E-02, 5.521671E+01, 6.665160E+00
4.524000E-01, 1.312419E+01, 4.088097E-03, 1.705494E+01, 7.922633E-02, 5.542557E+01, 6.669293E+00
4.525000E-01, 1.315547E+01, 2.757837E-03, 1.709493E+01, 7.909857E-02, 5.563073E+01, 6.673464E+00
4.526000E-01, 1.318142E+01, 1.474796E-03, 1.712812E+01, 7.922494E-02, 5.584030E+01, 6.677531E+00
4.527000E-01, 1.320177E+01, 2.427752E-04, 1.715417E+01, 7.963313E-02, 5.606471E+01, 6.681311E+00
4.528000E-01, 1.321631E+01, -9.353998E-04, 1.717283E+01, 8.034955E-02, 5.632705E+01, 6.684426E+00
4.529000E-01, 1.322489E+01, -2.057944E-03, 1.718387E+01, 8.139756E-02, 5.664815E+01, 6.686533E+00
4.530000E-01, 1.322742E+01, -3.124063E-03, 1.718719E+01, 8.279423E-02, 5.701295E+01, 6.687784E+00
4.531000E-01, 1.322397E+01, -4.133724E-03, 1.718285E+01, 8.454688E-02, 5.737635E+01, 6.688726E+00
4.532000E-01, 1.321476E+01, -5.087315E-03, 1.717116E+01, 8.665249E-02, 5.770488E+01, 6.689758E+00
4.533000E-01, 1.320005E+01, -5.985349E-03, 1.715244E+01, 8.910119E-02, 5.799753E+01, 6.690885E+00
4.534000E-01, 1.318003E+01, -6.828358E-03, 1.712694E+01, 9.188130E-02, 5.828224E+01, 6.691747E+00
4.535000E-01, 1.315484E+01, -7.616991E-03, 1.709483E+01, 9.498275E-02, 5.859418E+01, 6.691893E+00
4.536000E-01, 1.312456E+01, -8.352148E-03, 1.705622E+01, 9.839702E-02, 5.893746E+01, 6.691311E+00
4.537000E-01, 1.308938E+01, -9.035055E-03, 1.701134E+01, 1.021151E-01, 5.927418E+01, 6.690538E+00
4.538000E-01, 1.304961E+01, -9.667254E-03, 1.696060E+01, 1.061272E-01, 5.956705E+01, 6.690052E+00
4.539000E-01, 1.300563E+01, -1.025069E-02, 1.690447E+01, 1.104269E-01, 5.985905E+01, 6.689193E+00
4.540000E-01, 1.295761E+01, -1.078797E-02, 1.684317E+01, 1.150157E-01, 6.027872E+01, 6.686195E+00
4.541000E-01, 1.290549E+01, -1.128270E-02, 1.677664E+01, 1.198999E-01, 6.087402E+01, 6.680546E+00
4.542000E-01, 1.284947E+01, -1.173934E-02, 1.670509E+01, 1.250778E-01, 6.151257E+01, 6.674143E+00
4.543000E-01, 1.279030E+01, -1.216245E-02, 1.662952E+01, 1.305254E-01, 6.203866E+01, 6.668951E+00
4.544000E-01, 1.272905E+01, -1.255569E-02, 1.655127E+01, 1.361928E-01, 6.240770E+01, 6.665422E+00
4.545000E-01, 1.266627E+01, -1.292122E-02, 1.647110E+01, 1.420043E-01, 6.263211E+01, 6.663466E+00
4.546000E-01, 1.260166E+01, -1.326001E-02, 1.638860E+01, 1.478543E-01, 6.271470E+01, 6.663215E+00
4.547000E-01, 1.253526E+01, -1.357258E-02, 1.630384E+01, 1.536005E-01, 6.265413E+01, 6.664865E+00
4.548000E-01, 1.247068E+01, -1.385947E-02, 1.622145E+01, 1.590832E-01, 6.247123E+01, 6.668481E+00
4.549000E-01, 1.241384E+01, -1.412046E-02, 1.614897E+01, 1.641978E-01, 6.220543E+01, 6.673994E+00
4.550000E-01, 1.236479E+01, -1.435261E-02, 1.608650E+01, 1.689835E-01, 6.187520E+01, 6.681243E+00
4.551000E-01, 1.231564E+01, -1.454885E-02, 1.602394E+01, 1.736281E-01, 6.146587E+01, 6.690004E+00
4.552000E-01, 1.225926E+01, -1.469882E-02, 1.595217E+01, 1.783668E-01, 6.096686E+01, 6.700035E+00
4.553000E-01, 1.219409E+01, -1.479107E-02, 1.586919E+01, 1.833840E-01, 6.039244E+01, 6.711094E+00
4.554000E-01, 1.212059E+01, -1.481473E-02, 1.577560E+01, 1.887904E-01, 5.976569E+01, 6.722933E+00
4.555000E-01, 1.203853E+01, -1.476032E-02, 1.567109E+01, 1.946474E-01, 5.910548E+01, 6.735286E+00
4.556000E-01, 1.194737E+01, -1.461979E-02, 1.555497E+01, 2.009933E-01, 5.842602E+01, 6.747901E+00
4.557000E-01, 1.184685E+01, -1.438663E-02, 1.542690E+01, 2.078505E-01, 5.773770E+01, 6.760636E+00
4.558000E-01, 1.173634E+01, -1.405624E-02, 1.528608E+01, 2.152088E-01, 5.705174E+01, 6.773447E+00
4.559000E-01, 1.161458E+01, -1.362687E-02, 1.513089E+01, 2.229919E-01, 5.638847E+01, 6.786101E+00
4.560000E-01, 1.148306E+01, -1.310073E-02, 1.496323E+01, 2.310315E-01, 5.577502E+01, 6.798121E+00
4.561000E-01, 1.134980E+01, -1.248422E-02, 1.479336E+01, 2.390981E-01, 5.522994E+01, 6.809330E+00
4.562000E-01, 1.122308E+01, -1.178583E-02, 1.463184E+01, 2.470146E-01, 5.474620E+01, 6.820111E+00
4.563000E-01, 1.110169E+01, -1.101280E-02, 1.447715E+01, 2.547587E-01, 5.428905E+01, 6.830930E+00
4.564000E-01, 1.097867E+01, -1.016921E-02, 1.432036E+01, 2.624415E-01, 5.382002E+01, 6.841989E+00
4.565000E-01, 1.085059E+01, -9.256485E-03, 1.415711E+01, 2.702004E-01, 5.332799E+01, 6.853254E+00
4.566000E-01, 1.071809E+01, -8.275133E-03, 1.398821E+01, 2.781270E-01, 5.283664E+01, 6.864395E+00
4.567000E-01, 1.058209E+01, -7.226039E-03, 1.381484E+01, 2.862580E-01, 5.237527E+01, 6.874974E+00
4.568000E-01, 1.044279E+01, -6.111029E-03, 1.363724E+01, 2.945931E-01, 5.194106E+01, 6.885006E+00
4.569000E-01, 1.030031E+01, -4.932808E-03, 1.345558E+01, 3.031127E-01, 5.150418E+01, 6.894985E+00
4.570000E-01, 1.015502E+01, -3.694552E-03, 1.327032E+01, 3.117888E-01, 5.104143E+01, 6.905336E+00
4.571000E-01, 1.000734E+01, -2.399442E-03, 1.308201E+01, 3.205905E-01, 5.054482E+01, 6.916193E+00
4.572000E-01, 9.857635E+00, -1.050331E-03, 1.289111E+01, 3.294881E-01, 5.000920E+01, 6.927629E+00
4.573000E-01, 9.706181E+00, 3.504300E-04, 1.269798E+01, 3.384541E-01, 4.942800E+01, 6.939771E+00
4.574000E-01, 9.553227E+00, 1.801053E-03, 1.250294E+01, 3.474636E-01, 4.879631E+01, 6.952737E+00
4.575000E-01, 9.398980E+00, 3.300307E-03, 1.230625E+01, 3.564944E-01, 4.811195E+01, 6.966602E+00
4.576000E-01, 9.243594E+00, 4.847480E-03, 1.210812E+01, 3.655275E-01, 4.737468E+01, 6.981414E+00
4.577000E-01, 9.087168E+00, 6.442325E-03, 1.190867E+01, 3.745472E-01, 4.658580E+01, 6.997198E+00
4.578000E-01, 8.929757E+00, 8.084993E-03, 1.170797E+01, 3.835414E-01, 4.574805E+01, 7.013958E+00
4.579000E-01, 8.771373E+00, 9.775951E-03, 1.150604E+01, 3.925018E-01, 4.486548E+01, 7.031677E+00
4.580000E-01, 8.611993E+00, 1.151590E-02, 1.130286E+01, 4.014235E-01, 4.394316E+01, 7.050316E+00
4.581000E-01, 8.451572E+00, 1.330569E-02, 1.109835E+01, 4.103048E-01, 4.298688E+01, 7.069828E+00
4.582000E-01, 8.290044E+00, 1.514623E-02, 1.089244E+01, 4.191466E-01, 4.200286E+01, 7.090149E+00
4.583000E-01, 8.127339E+00, 1.703837E-02, 1.068504E+01, 4.279516E-01, 4.099745E+01, 7.111222E+00
4.584000E-01, 7.963388E+00, 1.898289E-02, 1.047606E+01, 4.367232E-01, 3.997688E+01, 7.133006E+00
4.585000E-01, 7.798142E+00, 2.098034E-02, 1.026543E+01, 4.454653E-01, 3.894699E+01, 7.155491E+00
4.586000E-01, 7.631581E+00, 2.303109E-02, 1.005312E+01, 4.541815E-01, 3.791299E+01, 7.178661E+00
4.587000E-01, 7.463716E+00, 2.513520E-02, 9.839160E+00, 4.628752E-01, 3.687921E+01, 7.202448E+00
4.588000E-01, 7.294568E+00, 2.729242E-02, 9.623559E+00, 4.715501E-01, 3.584906E+01, 7.226727E+00
4.589000E-01, 7.124150E+00, 2.950221E-02, 9.406337E+00, 4.802104E-01, 3.482501E+01, 7.251371E+00
4.590000E-01, 6.952477E+00, 3.176363E-02, 9.187511E+00, 4.888610E-01, 3.380866E+01, 7.276284E+00
4.591000E-01, 6.779575E+00, 3.407545E-02, 8.967112E+00, 4.975062E-01, 3.280071E+01, 7.301403E+00
4.592000E-01, 6.605496E+00, 3.643606E-02, 8.745206E+00, 5.061495E-01, 3.180108E+01, 7.326693E+00
4.593000E-01, 6.430322E+00, 3.884361E-02, 8.521895E+00, 5.147924E-01, 3.080890E+01, 7.352134E+00
4.594000E-01, 6.254157E+00, 4.129597E-02, 8.297311E+00, 5.234344E-01, 2.982265E+01, 7.377730E+00
4.595000E-01, 6.077131E+00, 4.379085E-02, 8.071620E+00, 5.320724E-01, 2.884018E+01, 7.403499E+00
4.596000E-01, 5.899392E+00, 4.632580E-02, 7.845011E+00, 5.407013E-01, 2.785885E+01, 7.429480E+00
4.597000E-01, 5.721103E+00, 4.889831E-02, 7.617691E+00, 5.493139E-01, 2.687577E+01, 7.455723E+00
4.598000E-01, 5.542438E+00, 5.150588E-02, 7.389882E+00, 5.579014E-01, 2.588807E+01, 7.482290E+00
4.599000E-01, 5.363574E+00, 5.414602E-02, 7.161811E+00, 5.664536E-01, 2.489318E+01, 7.509241E+00
4.600000E-01, 5.184691E+00, 5.681633E-02, 6.933708E+00, 5.749596E-01, 2.388909E+01, 7.536637E+00
4.601000E-01, 5.005963E+00, 5.951451E-02, 6.705797E+00, 5.834080E-01, 2.287450E+01, 7.564526E+00
4.602000E-01, 4.827557E+00, 6.223842E-02, 6.478289E+00, 5.917865E-01, 2.184896E+01, 7.592945E+00
4.603000E-01, 4.649612E+00, 6.498609E-02, 6.251367E+00, 6.000820E-01, 2.081087E+01, 7.621947E+00
